-0.945782,-0.398436,0.330508,-0.105319,-0.582580,-0.512831
0.177992,0.697047,-0.342745,-0.939238,-0.338493,0.540659
-0.311490,-0.810360,-0.774110,0.532938,-0.801146,0.142562
0.073038,0.476728,0.964150,-0.563247,-0.104200,-0.018951
0.173185,0.169493,0.472585,0.253217,0.588148,0.144555
-0.356638,0.608780,0.749423,0.947258,-0.515016,-0.797021
-0.564347,0.858621,0.934224,0.054782,0.800822,-0.350050
-0.455874,-0.437048,-0.018307,-0.201114,1.011801,0.131957
0.961835,0.168207,-0.328162,0.787806,0.543656,0.539274
-0.184729,-0.205164,-0.438332,-0.658705,0.963709,-0.749805
0.537681,-0.549258,0.825926,0.304263,-0.549093,-0.649880
0.625782,-0.041547,-0.726873,0.514245,0.903706,1.045885
-0.740040,-0.506839,-0.593722,0.240234,0.263186,-0.534114
-0.664480,0.123389,0.567830,-0.007207,-0.036078,0.081545
-0.503279,0.769207,0.883116,0.140412,-0.844803,0.734096
0.374505,0.697365,-0.756021,0.224457,-0.007026,-0.256282
0.712378,-0.481601,0.622877,0.769129,-0.833716,0.457026
0.726935,-0.559957,0.963021,-0.764896,0.602651,0.149232
-0.365140,0.909941,-0.650484,-0.721733,-0.165047,0.316319
0.393045,0.311962,0.174863,0.169527,-0.530754,0.327449
-0.028850,0.842068,-0.065275,0.224467,0.028589,-0.942425
0.975402,-0.336371,-0.357367,0.445533,-0.471309,-0.183727
-0.024230,-0.721966,0.161718,-0.076014,-0.380388,-0.239634
-0.931566,0.343033,-0.245758,-0.505603,0.541053,0.585763
0.715145,-0.158687,-0.016107,-0.170815,-0.881269,0.426332
-0.769344,-0.009340,0.197622,0.281998,-0.718202,-0.667460
0.386664,-0.715042,0.108787,0.936119,0.760832,0.552388
-0.146658,-0.238282,0.830321,0.953416,0.638677,-0.582379
-0.242551,0.666167,0.784268,0.428187,-0.841842,0.269494
0.081345,0.896512,-0.823606,0.928367,-0.253590,-0.615507
0.317853,-0.080338,0.484206,-0.392163,-0.769967,0.676636
-0.136523,0.569247,0.968324,-0.982497,0.460213,0.569610
0.628598,-0.845196,-0.581322,0.446661,-0.779715,0.970460
1.002341,-0.175774,0.786703,0.635192,-0.690808,0.862114
0.025469,0.315074,0.765991,0.240093,0.213020,-0.448303
0.593147,-0.399639,0.678340,-0.020864,0.220215,0.795063
-0.330549,-0.918374,0.332326,-0.376828,-0.773907,-0.181171
-0.800979,0.779294,0.085482,-0.397842,0.186782,0.252899
-0.564559,0.149744,-0.920305,-0.769134,-0.148421,-0.507011
-0.806358,0.865553,0.725328,0.936703,0.068366,-0.069935
-0.577241,-0.236991,0.505285,-0.865519,0.714765,-0.289335
0.961062,-0.587301,-0.098996,0.231388,0.047624,0.065086
-0.867909,0.348524,-0.264892,0.225002,0.821620,-0.936858
-0.632052,-0.700331,0.128708,-0.430698,-0.411488,-0.931125
-0.045674,-0.387203,0.935065,-0.284731,-0.430346,-0.024270
0.686932,0.095015,0.766028,0.177673,0.183828,0.389885
0.914819,0.059926,0.819797,-0.214753,-0.601817,-0.176824
0.869135,-0.412933,-0.775447,-0.325837,0.703445,0.990800
-0.313716,-0.930411,-0.714905,-0.991205,-0.304075,-0.127548
-1.011476,0.563562,0.416417,-0.931620,-0.672025,-0.933206
0.029682,-0.963001,0.085109,-0.225937,0.276052,-0.668290
-0.889143,0.245159,0.540876,-0.911715,0.967284,0.841229
-0.095894,0.833658,-0.713189,0.034507,-0.438780,-0.902954
0.012747,0.427340,-0.844558,0.290105,0.376049,-0.127489
